recommendation_status,risk_level,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,gap_priority,gap_score,missing_blockers,estimated_fields_to_replace,health_context,recommendation_reason,required_before_enable
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Cat Hypoallergenic 2.5kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-hypoallergenic-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Cat Satiety Weight Management 1.5kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-satiety-weight-management-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,,weight_control,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog GastroIntestinal 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-gastrointestinal-dog-dry-gr-gatoskilo,high,84,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog GastroIntestinal High Fibre 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-gastrointestinal-high-fibre-dog-dry-gr-gatoskilo,high,96,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog GastroIntestinal Low Fat 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-gastrointestinal-low-fat-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog Hepatic 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-hepatic-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog Hypoallergenic 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-hypoallergenic-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog Hypoallergenic Moderate Calorie 14kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-hypoallergenic-moderate-calorie-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog Satiety Weight Management 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-satiety-weight-management-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,,weight_control,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Dog Urinary UC Low P 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-urinary-uc-low-p-dog-dry-gr-gatoskilo,high,140,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,urinary,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Puppy GastroIntestinal 1kg,dog,dry,puppy,needs_review,retailer,royal-canin-vet-diet-puppy-gastrointestinal-dog-dry-gr-gatoskilo,high,114,phosphorus_percent,kcal_per_100g|moisture_percent,puppy,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Small Dog Renal 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-small-dog-renal-dog-dry-gr-gatoskilo,high,106,calcium_percent,kcal_per_100g|moisture_percent,renal,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Vet Diet Small Dog Skin Care 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-small-dog-skin-care-dog-dry-gr-gatoskilo,high,96,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin West Highland White Terrier Adult,dog,dry,senior,needs_review,official,royal-canin-west-highland-white-terrier-adult-dog-dry-gr-official,high,146,calcium_percent|phosphorus_percent,,senior,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin X-Small Light Weight Care,dog,dry,senior,needs_review,official,royal-canin-x-small-light-weight-care-dog-dry-gr-official,high,146,calcium_percent|phosphorus_percent,,weight_control|senior,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin X-Small Sterilised,dog,dry,senior,needs_review,official,royal-canin-x-small-sterilised-dog-dry-gr-official,high,150,calcium_percent|phosphorus_percent,,senior,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Xsmall Light Weight Care 1.5kg,dog,dry,,needs_review,retailer,royal-canin-xsmall-light-weight-care-dog-dry-gr-gatoskilo,high,88,calcium_percent|phosphorus_percent,,weight_control,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Xsmall Puppy 1.5kg,dog,dry,puppy,needs_review,retailer,royal-canin-xsmall-puppy-dog-dry-gr-gatoskilo,high,156,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,puppy,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Yorkshire Junior 1.5kg,dog,dry,puppy,needs_review,retailer,royal-canin-yorkshire-junior-dog-dry-gr-gatoskilo,high,156,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,puppy,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin,Royal Canin Yorkshire Terrier Puppy,dog,dry,puppy,needs_review,official,royal-canin-yorkshire-terrier-puppy-dog-dry-gr-official,high,138,calcium_percent|phosphorus_percent,,puppy,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Anallergenic,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-canine-anallergenic-dog-dry-eu-retailer,high,100,calcium_percent|phosphorus_percent,kcal_per_100g,weight_control|allergy,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Gastrointestinal Low Fat,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-canine-gastrointestinal-low-fat-dog-dry-eu-retailer,high,112,calcium_percent|phosphorus_percent,kcal_per_100g,gi_support,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Hypoallergenic,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-canine-hypoallergenic-dog-dry-eu-retailer,high,82,phosphorus_percent,kcal_per_100g,allergy,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Royal Canin Veterinary Diet,Royal Canin Veterinary Dog - Gastrointestinal,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-dog-gastrointestinal-dog-dry-eu-retailer,high,112,calcium_percent|phosphorus_percent,kcal_per_100g,gi_support,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Tonus Dog Chow,Tonus Dog Chow Light Γαλοπούλα 2.5kg,dog,dry,,needs_review,retailer,tonus-dog-chow-light-γαλοπουλα-dog-dry-gr-gatoskilo,high,108,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,weight_control,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Tonus Dog Chow,Tonus Dog Chow Puppy Κοτόπουλο 2.5kg,dog,dry,puppy,needs_review,retailer,tonus-dog-chow-puppy-κοτοπουλο-dog-dry-gr-gatoskilo,high,156,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,puppy,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Trendline,Trendline Kitten Chicken 15kg,cat,dry,kitten,needs_review,retailer,trendline-kitten-chicken-cat-dry-gr-gatoskilo,high,156,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,kitten,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
do_not_enable,high,Wellness Core,Wellness CORE Healthy Weight Small Breed Γαλοπούλα 1.5kg,dog,dry,,needs_review,retailer,wellness-core-healthy-weight-small-breed-γαλοπουλα-dog-dry-gr-gatoskilo,high,84,calcium_percent|phosphorus_percent,,weight_control,"Medical, senior, puppy, kitten or weight-context food is missing blocker nutrients.","Backfill blocker nutrients from official source, PDF or clear label photo."
hold_until_backfill,medium,AdPet,FeedPoint Cat Adult Sterilised με Σολομό 15kg,cat,dry,adult,needs_review,retailer,adpet-feedpoint-cat-adult-sterilised-με-σολομο-cat-dry-gr-gatoskilo,high,88,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Akvatera,"Akvatera τροφή με αρνί για μικρόσωμα ενήλικα σκυλιά με εντερικά και δερματικά προβλήματα 1,5kg",dog,dry,adult,needs_review,retailer,akvatera-natures-protection-superior-care-sensitive-skin-stomach-adult-small-breeds-lamb-dog-dry-gr-retailer,high,72,,kcal_per_100g|moisture_percent,sensitive_digestion,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Amanova,Amanova Adult Cat Divine Rabbit 1.5kg Grain Free,cat,dry,adult,needs_review,retailer,amanova-adult-cat-divine-rabbit-grain-free-cat-dry-gr-gatoskilo,high,66,calcium_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Amanova,Amanova Adult Cat Exquisite Chicken 1.5kg Low Grain,cat,dry,adult,needs_review,retailer,amanova-adult-cat-exquisite-chicken-low-grain-cat-dry-gr-gatoskilo,high,66,calcium_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Amanova,Amanova Dog Adult Sensitive Salmon Deluxe 2kg Grain Free,dog,dry,adult,needs_review,retailer,amanova-dog-adult-sensitive-salmon-deluxe-grain-free-dog-dry-gr-gatoskilo,high,66,calcium_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Amanova,Amanova Sterilised Cat Delicious Lamb 1.5kg Low Grain,cat,dry,,needs_review,retailer,amanova-sterilised-cat-delicious-lamb-low-grain-cat-dry-gr-gatoskilo,high,66,calcium_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Amanova,Amanova Sterilised Cat Exquisite Chicken 1.5kg Low Grain,cat,dry,,needs_review,retailer,amanova-sterilised-cat-exquisite-chicken-low-grain-cat-dry-gr-gatoskilo,high,66,calcium_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Amanova,Amanova Sterilised Cat Fish Delicacy 1.5kg Grain Free,cat,dry,,needs_review,retailer,amanova-sterilised-cat-fish-delicacy-grain-free-cat-dry-gr-gatoskilo,high,66,calcium_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Amanova,Amanova Sterilised Cat Salmon Deluxe 1.5kg Low Grain,cat,dry,,needs_review,retailer,amanova-sterilised-cat-salmon-deluxe-low-grain-cat-dry-gr-gatoskilo,high,66,calcium_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Ambrosia,Ambrosia Grain Free Cat & Kitten Turkey & Chicken 1.5kg,cat,dry,kitten,needs_review,retailer,ambrosia-grain-free-cat-and-kitten-turkey-and-chicken-cat-dry-gr-gatoskilo,high,80,,kcal_per_100g,kitten,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
review_before_enable,medium,Ambrosia,Ambrosia Mediterranean Grain Free Puppy Fresh Sardine & Herring 5kg,dog,dry,puppy,needs_review,retailer,ambrosia-mediterranean-grain-free-puppy-fresh-sardine-and-herring-dog-dry-gr-gatoskilo,high,68,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Ambrosia,Ambrosia Mediterranean Grain Free Senior Light & Sterilised Fresh Turkey 5kg,dog,dry,senior,needs_review,retailer,ambrosia-mediterranean-grain-free-senior-light-and-sterilised-fresh-turkey-dog-dry-gr-gatoskilo,high,92,,,weight_control|senior,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Anima,Anima Puppy Chicken & Turkey 14kg,dog,dry,puppy,needs_review,retailer,anima-puppy-chicken-and-turkey-dog-dry-gr-gatoskilo,high,80,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
cautious_enable_only,medium,Barking Heads,Barking Heads All Hounder Puppy Days Turkey 6kg,dog,dry,puppy,needs_review,retailer,barking-heads-all-hounder-puppy-days-turkey-dog-dry-gr-gatoskilo,high,96,,kcal_per_100g|moisture_percent,puppy,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Barking Heads,Barking Heads Fat Dog Slim Chicken 12kg,dog,dry,,needs_review,retailer,barking-heads-fat-dog-slim-chicken-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Barking Heads,Barking Heads Little Paws Bowl Lickin' Chicken - Small Breed 6kg,dog,dry,,needs_review,retailer,barking-heads-little-paws-bowl-lickin-chicken-small-breed-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Bedog,Bedog Junior 15kg,dog,dry,puppy,needs_review,retailer,bedog-junior-dog-dry-gr-gatoskilo,high,84,,kcal_per_100g,puppy,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Bedog,Bedog Vital 15kg,dog,dry,,needs_review,retailer,bedog-vital-dog-dry-gr-gatoskilo,high,88,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Belcando,Belcando Adult Iberico & Rice 12.5kg,dog,dry,adult,needs_review,retailer,belcando-adult-iberico-and-rice-dog-dry-gr-gatoskilo,high,92,,kcal_per_100g,renal,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Adult Light 1kg,dog,dry,adult,needs_review,retailer,belcando-adult-light-dog-dry-gr-gatoskilo,medium,56,,kcal_per_100g,weight_control,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Baseline Oldie & Light 12.5kg,dog,dry,,needs_review,retailer,belcando-baseline-oldie-and-light-dog-dry-gr-gatoskilo,medium,56,,kcal_per_100g,weight_control,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Finest Light 4kg,dog,dry,,needs_review,retailer,belcando-finest-light-dog-dry-gr-gatoskilo,medium,56,,kcal_per_100g,weight_control,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Junior Grain Free Poultry 4kg,dog,dry,puppy,needs_review,retailer,belcando-junior-grain-free-poultry-dog-dry-gr-gatoskilo,high,80,,kcal_per_100g,puppy,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Junior Lamb & Rice 12.5kg,dog,dry,puppy,needs_review,retailer,belcando-junior-lamb-and-rice-dog-dry-gr-gatoskilo,high,80,,kcal_per_100g,puppy,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Junior Maxi 12.5kg,dog,dry,puppy,needs_review,retailer,belcando-junior-maxi-dog-dry-gr-gatoskilo,high,80,,kcal_per_100g,puppy,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Senior Finest Grain Free Poultry 4kg,dog,dry,senior,needs_review,retailer,belcando-senior-finest-grain-free-poultry-dog-dry-gr-gatoskilo,high,92,,kcal_per_100g,senior,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Belcando,Belcando Senior Sensitive 4kg,dog,dry,senior,needs_review,retailer,belcando-senior-sensitive-dog-dry-gr-gatoskilo,high,92,,kcal_per_100g,senior,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,BEWI,BEWI Adult Poultry 20kg,cat,dry,adult,needs_review,retailer,bewi-adult-poultry-cat-dry-gr-gatoskilo,high,62,phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,BEWI,BEWI Crocinis 20kg,cat,dry,,needs_review,retailer,bewi-crocinis-cat-dry-gr-gatoskilo,high,62,phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,BEWI,BEWI Delicaties Grain & Gluten Free 20kg,cat,dry,,needs_review,retailer,bewi-delicaties-grain-and-gluten-free-cat-dry-gr-gatoskilo,high,62,phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Bozita,Bozita Cat Senior 8+ Salmon 2kg,cat,dry,senior,needs_review,retailer,bozita-cat-senior-8-salmon-cat-dry-gr-gatoskilo,high,104,,kcal_per_100g,senior,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Brekkies,Brekkies Cat Adult Complet 15kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-complet-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
review_before_enable,medium,Brekkies,Brekkies Cat Adult Delice Meat 20kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-delice-meat-cat-dry-gr-gatoskilo,high,64,,kcal_per_100g|moisture_percent,,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
hold_until_backfill,medium,Brekkies,Brekkies Cat Adult Mix Beef 15kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-mix-beef-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Brekkies,Brekkies Cat Adult Mix Fish 15kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-mix-fish-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Briantos,Briantos Grain-Free Economy Pack 2 x 12kg,dog,dry,puppy,needs_review,retailer,briantos-grain-free-economy-pack-2-x-12kg-dog-dry-eu-retailer,high,84,,kcal_per_100g,puppy,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
review_before_enable,medium,Brit,Brit Care Cat Kitten Grain Free Chicken & Turkey 2kg,cat,dry,kitten,needs_review,retailer,brit-care-cat-kitten-grain-free-chicken-and-turkey-cat-dry-gr-gatoskilo,high,60,,,kitten,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Care Cat Senior Weight Control Chicken Grain Free 2kg,cat,dry,senior,needs_review,retailer,brit-care-cat-senior-weight-control-chicken-grain-free-cat-dry-gr-gatoskilo,high,72,,,weight_control|senior,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Care Mini Dog Puppy Grain Free Lamb 2kg,dog,dry,puppy,needs_review,retailer,brit-care-mini-dog-puppy-grain-free-lamb-dog-dry-gr-gatoskilo,high,64,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Fresh Turkey Dog Senior Fit & Slim 2.5kg,dog,dry,senior,needs_review,retailer,brit-fresh-turkey-dog-senior-fit-and-slim-dog-dry-gr-gatoskilo,high,60,,,senior,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Premium By Nature Cat Kitten 1.5kg,cat,dry,kitten,needs_review,retailer,brit-premium-by-nature-cat-kitten-cat-dry-gr-gatoskilo,high,60,,,kitten,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Premium By Nature Junior Extra Large 15kg,dog,dry,puppy,needs_review,retailer,brit-premium-by-nature-junior-extra-large-dog-dry-gr-gatoskilo,high,64,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Premium By Nature Junior Large 15kg,dog,dry,puppy,needs_review,retailer,brit-premium-by-nature-junior-large-dog-dry-gr-gatoskilo,high,64,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Premium By Nature Junior Medium 15kg,dog,dry,puppy,needs_review,retailer,brit-premium-by-nature-junior-medium-dog-dry-gr-gatoskilo,high,64,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Brit,Brit Premium By Nature Junior Small 1kg,dog,dry,puppy,needs_review,retailer,brit-premium-by-nature-junior-small-dog-dry-gr-gatoskilo,high,64,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
cautious_enable_only,medium,Burns,Burns Adult & Senior Sensitive Duck & Potato,dog,dry,senior,needs_review,retailer,burns-adult-senior-sensitive-duck-potato-dog-dry-eu-retailer,high,112,,kcal_per_100g,senior,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
review_before_enable,medium,Calibra,Calibra Vet Cat Renal & Cardiac 2kg,cat,dry,,needs_review,retailer,calibra-vet-cat-renal-and-cardiac-cat-dry-gr-gatoskilo,high,76,,,renal,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Calibra,Calibra Vet Dog Oxalate & Urate & Cystine 2kg,dog,dry,,needs_review,retailer,calibra-vet-dog-oxalate-and-urate-and-cystine-dog-dry-gr-gatoskilo,high,72,,,renal,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
cautious_enable_only,medium,Canagan,Canagan Light/Senior/Sterilised for Cats 1.5kg,cat,dry,senior,needs_review,retailer,canagan-light-senior-sterilised-for-cats-cat-dry-gr-gatoskilo,high,100,,kcal_per_100g,weight_control|senior,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
review_before_enable,medium,Carnilove,Carnilove Kittens Salmon & Turkey 2kg - Healthy Growth,cat,dry,kitten,needs_review,retailer,carnilove-kittens-salmon-and-turkey-healthy-growth-cat-dry-gr-gatoskilo,high,76,,,kitten,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Carnilove,"Carnilove Puppies Salmon Υψηλής ποιότητας διατροφή πλούσια σε αμινοξέα, βιταμίνες",dog,dry,adult,needs_review,retailer,carnilove-puppies-salmon-υψηλης-ποιοτητας-διατροφη-πλουσια-σε-αμινοξεα-βιταμινες-dog-dry-gr-retailer,high,68,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Carnilove,Carnilove Salmon & Turkey Large Breed Puppy 1.5kg,dog,dry,puppy,needs_review,retailer,carnilove-salmon-and-turkey-large-breed-puppy-dog-dry-gr-gatoskilo,high,68,,,puppy,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
review_before_enable,medium,Cennamo,Cennamo Breeder Dog Pork & Rice 20kg,dog,dry,,needs_review,retailer,cennamo-breeder-dog-pork-and-rice-dog-dry-gr-gatoskilo,high,64,,kcal_per_100g|moisture_percent,,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
hold_until_backfill,medium,Cennamo,Cennamo Diamant Cat Star Mix 15kg,cat,dry,,needs_review,retailer,cennamo-diamant-cat-star-mix-cat-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Cennamo,Cennamo Diamant Cat Star Sterilised 1.5kg,cat,dry,,needs_review,retailer,cennamo-diamant-cat-star-sterilised-cat-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
