formula_key,brand,formula_name,species,format,status,source_file,extracted_fields,missing_fields,recommended_action,notes
lechat-adult-with-tuna-and-salmon-cat-dry-eu-pdf,LeChat,Adult with Tuna and Salmon,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Adult-Kibbles-with-Tuna-and-Salmon.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Adult-Kibbles-with-Tuna-and-Salmon.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=36; default_moisture_percent=10; kcal_estimation_confidence=medium
lechat-7-years-senior-chicken-cat-dry-eu-pdf,LeChat,7 Years Senior Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-7-Years-Senior-Cat-Chicken-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-7-Years-Senior-Cat-Chicken-EN.pdf; human_qa_required_before_recommendation=true
lechat-adult-fussy-appetite-pork-cat-dry-eu-pdf,LeChat,Adult Fussy Appetite Pork,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Cat-Fussy-Appetite-Pork-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Cat-Fussy-Appetite-Pork-EN.pdf; human_qa_required_before_recommendation=true
lechat-adult-fussy-appetite-trout-cat-dry-eu-pdf,LeChat,Adult Fussy Appetite Trout,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Cat-Fussy-Appetite-Trout-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Cat-Fussy-Appetite-Trout-EN.pdf; human_qa_required_before_recommendation=true
lechat-adult-salmon-cat-dry-eu-pdf,LeChat,Adult Salmon,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Cat-Salmon-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Cat-Salmon-EN.pdf; human_qa_required_before_recommendation=true
lechat-adult-chicken-cat-dry-eu-pdf,LeChat,Adult Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Chicken-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Adult-Chicken-EN.pdf; human_qa_required_before_recommendation=true
lechat-sterilised-chicken-cat-dry-eu-pdf,LeChat,Sterilised Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Cat-Sterilised-Chicken-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Cat-Sterilised-Chicken-EN.pdf; human_qa_required_before_recommendation=true
lechat-sterilised-duck-cat-dry-eu-pdf,LeChat,Sterilised Duck,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Cat-Sterilised-Duck-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Cat-Sterilised-Duck-EN.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=36; default_moisture_percent=10; kcal_estimation_confidence=medium
lechat-hairball-chicken-cat-dry-eu-pdf,LeChat,Hairball Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Hairball-Chicken-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Hairball-Chicken-EN.pdf; human_qa_required_before_recommendation=true
lechat-indoor-chicken-cat-dry-eu-pdf,LeChat,Indoor Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Indoor-Chicken-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|taurine_mgkg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Indoor-Chicken-EN.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=36.4; default_moisture_percent=10; kcal_estimation_confidence=medium
lechat-kitten-chicken-cat-dry-eu-pdf,LeChat,Kitten Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Kitten-Chicken-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Kitten-Chicken-EN.pdf; human_qa_required_before_recommendation=true
lechat-sensitive-for-fussy-cats-salmon-cat-dry-eu-pdf,LeChat,Sensitive For Fussy Cats Salmon,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Sensitive-For-Fussy-Cats-Salmon-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|taurine_mgkg|vitamin_a_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Sensitive-For-Fussy-Cats-Salmon-EN.pdf; human_qa_required_before_recommendation=true
lechat-sterilised-monoprotein-beef-cat-dry-eu-pdf,LeChat,Sterilised Monoprotein Beef,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Sterilised-Monoprotein-Beef-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Excellence-Sterilised-Monoprotein-Beef-EN.pdf; human_qa_required_before_recommendation=true
lechat-indoor-kitten-with-fresh-chicken-and-rice-cat-dry-eu-pdf,LeChat,Indoor Kitten with Fresh Chicken and Rice,cat,dry,needs_backfill,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Indoor-Kitten-Cat-Kibbles-with-Fresh-Chicken-and-Rice.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|protein_percent|fat_percent|ash_percent|calcium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,fiber_percent|kcal_per_100g,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Indoor-Kitten-Cat-Kibbles-with-Fresh-Chicken-and-Rice.pdf; human_qa_required_before_recommendation=true; kcal_estimate_skipped=missing_protein_fat_or_fiber
lechat-kitten-with-fresh-chicken-and-rice-cat-dry-eu-pdf,LeChat,Kitten with Fresh Chicken and Rice,cat,dry,needs_backfill,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Kitten-Kibbles-with-Fresh-Chicken-and-Rice.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|protein_percent|fat_percent|ash_percent|calcium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,fiber_percent|kcal_per_100g,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/LeChat-Kitten-Kibbles-with-Fresh-Chicken-and-Rice.pdf; human_qa_required_before_recommendation=true; kcal_estimate_skipped=missing_protein_fat_or_fiber
monge-adult-light-turkey-cat-dry-eu-pdf,Monge,Adult Light Turkey,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-adult-cat-light-turkey-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-adult-cat-light-turkey-ENG.pdf; human_qa_required_before_recommendation=true
monge-adult-rich-in-chicken-cat-dry-eu-pdf,Monge,Adult Rich In Chicken,cat,dry,needs_backfill,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-adult-rich-in-chicken-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,fat_percent,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-adult-rich-in-chicken-ENG.pdf; human_qa_required_before_recommendation=true
monge-hairball-rich-in-chicken-cat-dry-eu-pdf,Monge,Hairball Rich In Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-hairball-rich-in-chicken-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-hairball-rich-in-chicken-ENG.pdf; human_qa_required_before_recommendation=true
monge-indoor-rich-in-chicken-cat-dry-eu-pdf,Monge,Indoor Rich In Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-indoor-rich-in-chicken-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-indoor-rich-in-chicken-ENG.pdf; human_qa_required_before_recommendation=true
monge-kitten-rich-in-chicken-cat-dry-eu-pdf,Monge,Kitten Rich In Chicken,cat,dry,needs_backfill,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-kitten-rich-in-chicken-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,fat_percent,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-kitten-rich-in-chicken-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-adult-rabbit-cat-dry-eu-pdf,Monge,Monoprotein Adult Rabbit,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-adult-cat-rabbit-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-adult-cat-rabbit-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-adult-salmon-cat-dry-eu-pdf,Monge,Monoprotein Adult Salmon,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-adult-cat-salmon-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-adult-cat-salmon-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-kitten-beef-cat-dry-eu-pdf,Monge,Monoprotein Kitten Beef,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-kitten-beef-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-kitten-beef-ENG.pdf; human_qa_required_before_recommendation=true
