formula_key,brand,formula_name,species,format,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
purina-official-pro-plan-small-mini-adult-sensitive-skin-σολομος-dog-unknown-gr,Purina Pro Plan,PRO PLAN® SMALL&MINI ADULT Sensitive skin Σολομός,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-small-sensitive-skin-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-small-mini-puppy-healthy-start-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® SMALL&MINI PUPPY Healthy Start Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-puppy-small-healthy-start-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-small-mini-puppy-sensitive-skin-σολομος-dog-dry-gr,Purina Pro Plan,PRO PLAN® SMALL&MINI PUPPY Sensitive skin Σολομός,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-dry-puppy-small-sensitive-skin-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-drm-dermatosistm-dog-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE DRM DERMATOSISTM Dog,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-dermatosis-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-en-gastrointestinal-σολομος-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Σολομός,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-gastrointestinal-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-en-gastrointestinal-dog-mους-dog-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Dog Mούς,dog,wet,partial,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-gastrointestinal-wet,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-ha-hypoallergenic-dog-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hypoallergenic-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-ha-hypoallergenic-dog-mους-dog-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog Mούς,dog,wet,partial,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hypoallergenic-wet,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-hp-hepatic-dog-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE HP HEPATIC Dog,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hepatic-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-jm-joint-mobility-dog-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE JM Joint Mobility Dog,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-joint-mobility-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-nc-neurocare-dog-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE NC NEUROCARE Dog,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-neurocare-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-nf-renal-function-dog-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE NF RENAL FUNCTION Dog,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-renal-function-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-om-obesity-management-dog-dog-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-obesity-management-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-om-obesity-management-dog-mους-dog-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog Mούς,dog,wet,partial,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-obesity-management-wet,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
